TransactionAmount,CustomerAge,TransactionDuration,LoginAttempts,AccountBalance,TransactionType,Location,CustomerOccupation,Channel,Target
373.27,61.0,79.0,1.0,8441.61,Credit,Miami,Doctor,Online,0
504.63000000000005,60.0,168.00000000000003,1.0,3806.16,Debit,Portland,Engineer,Online,1
126.22,46.0,77.0,1.0,6133.41,Debit,Atlanta,Engineer,ATM,2
820.15,47.0,181.0,1.0,8802.97,Debit,Kansas City,Doctor,Branch,0
213.42,68.0,127.0,1.0,14881.77,Credit,Houston,Doctor,Online,0
8.37,63.0,135.0,1.0,1106.34,Debit,Colorado Springs,Retired,ATM,2
197.49,53.0,30.0,1.0,5005.33,Credit,Fresno,Retired,Online,0
637.97,58.0,90.0,1.0,7949.03,Debit,New York,Retired,Branch,0
13.52,26.0,65.0,1.0,259.77,Debit,Seattle,Student,ATM,1
432.1,49.0,240.0,1.0,2114.3,Debit,San Francisco,Engineer,ATM,1
375.17,51.0,66.0,1.0,5495.3,Debit,Fort Worth,Engineer,ATM,2
642.68,50.0,94.0,1.0,8461.46,Debit,Fresno,Doctor,Branch,0
78.44,52.0,292.0,1.0,6870.84,Credit,San Jose,Retired,Online,1
139.72,49.0,201.0,1.0,5058.83,Debit,Memphis,Engineer,Branch,0
499.99,31.0,296.0,1.0,8885.0,Debit,San Jose,Engineer,Branch,1
10.07,24.0,49.0,1.0,530.81,Debit,Albuquerque,Student,Online,2
120.61999999999999,23.0,85.0,1.0,9379.53,Debit,Raleigh,Student,ATM,1
578.49,59.0,180.0,1.0,6475.13,Debit,Nashville,Retired,Branch,0
119.3,34.0,22.0,1.0,319.04,Debit,Mesa,Engineer,Branch,0
280.92,41.0,168.00000000000003,1.0,5298.85,Debit,Phoenix,Doctor,Online,1
42.42,21.0,102.0,1.0,490.57,Debit,Sacramento,Student,Online,1
77.03,67.0,259.0,1.0,11310.27,Debit,Fresno,Doctor,ATM,0
22.59,62.0,45.0,1.0,3988.75,Debit,Seattle,Retired,ATM,1
568.76,51.0,155.0,1.0,7484.319999999999,Debit,Baltimore,Retired,ATM,2
25.94,58.0,211.0,1.0,4815.11,Credit,San Jose,Retired,Online,1
105.94,51.0,207.0,1.0,5963.1,Debit,Oklahoma City,Engineer,Branch,1
733.29,52.0,94.0,1.0,10427.0,Debit,Virginia Beach,Doctor,ATM,1
350.15,21.0,195.0,1.0,296.47,Credit,Fresno,Student,ATM,0
213.42,65.0,105.0,1.0,1100.06,Debit,Kansas City,Doctor,ATM,0
183.67,19.0,238.0,1.0,910.26,Debit,San Diego,Student,Online,1
278.27,29.0,123.0,1.0,6684.34,Debit,Tucson,Doctor,Branch,1
470.3,40.0,88.0,1.0,8524.09,Debit,Austin,Doctor,ATM,2
261.69,53.0,84.00000000000001,1.0,5126.65,Debit,Philadelphia,Retired,ATM,1
365.04,22.0,94.0,1.0,873.8899999999999,Debit,Virginia Beach,Student,Branch,1
211.1,57.0,136.0,1.0,7059.77,Debit,Miami,Retired,Branch,0
21.49,58.0,240.0,1.0,11991.24,Debit,Denver,Doctor,ATM,2
63.58,18.0,199.0,1.0,8086.040000000001,Debit,Columbus,Student,ATM,2
321.86,63.0,167.0,1.0,12626.49,Debit,San Antonio,Doctor,ATM,1
12.11,75.0,127.0,1.0,1730.28,Debit,Jacksonville,Retired,,0
642.54,44.0,28.0,1.0,3143.17,Debit,Milwaukee,Engineer,Branch,0
210.45,27.0,146.0,1.0,1242.49,Debit,Las Vegas,Student,ATM,0
313.65,55.0,173.0,1.0,1886.36,Credit,Chicago,Retired,Branch,2
99.76,26.0,131.0,1.0,416.89,Debit,Sacramento,Student,Branch,1
115.32,53.0,113.0,1.0,5929.08,Debit,Denver,Retired,Branch,2
33.61,23.0,72.0,1.0,479.08,Debit,Milwaukee,Student,Online,0
498.59,33.0,32.0,1.0,5862.99,Credit,Oklahoma City,Doctor,Online,1
98.81,27.0,91.0,1.0,797.1,Debit,San Francisco,Student,Branch,1
1.8700000000000003,65.0,147.0,1.0,7287.94,Debit,Washington,Retired,ATM,1
78.92,59.0,95.0,1.0,5624.86,Credit,Jacksonville,Engineer,Online,0
194.29,39.0,10.0,1.0,2988.41,Credit,Seattle,Engineer,Branch,1
28.73,53.0,185.0,1.0,2712.96,Debit,Kansas City,Engineer,ATM,0
105.53,24.0,88.0,1.0,1433.66,Debit,Colorado Springs,Student,Online,2
737.34,30.0,34.0,1.0,7336.56,Debit,Miami,Doctor,Online,0
237.86,18.0,210.0,1.0,475.62999999999994,Debit,Philadelphia,Student,ATM,1
409.61,65.0,89.0,1.0,11698.15,Debit,Kansas City,Doctor,Branch,0
75.53,21.0,157.0,1.0,1034.35,Credit,Fresno,Student,Online,0
72.75,64.0,15.0,1.0,12042.79,Debit,Phoenix,Doctor,ATM,1
39.11,26.0,143.0,1.0,518.54,Debit,Columbus,Student,Online,2
213.42,23.0,139.0,1.0,1258.93,Debit,San Francisco,Student,ATM,1
729.38,68.0,90.0,1.0,9127.65,Debit,Los Angeles,Doctor,ATM,0
137.49,34.0,50.00000000000001,1.0,4471.05,Debit,Fort Worth,Engineer,ATM,2
504.71,29.0,61.00000000000001,1.0,6214.54,Debit,Detroit,Engineer,Online,2
371.47,24.0,58.00000000000001,1.0,1187.04,Credit,Milwaukee,Student,Branch,0
430.35,36.0,205.0,1.0,354.9,Debit,Charlotte,Doctor,Online,2
230.32,35.0,56.0,1.0,791.46,Debit,Las Vegas,Engineer,Branch,0
121.71,52.0,140.0,1.0,5878.89,Debit,Chicago,Retired,ATM,2
98.87,20.0,179.0,1.0,533.2,Debit,Detroit,Student,Online,2
117.55,24.0,35.0,1.0,897.94,Debit,Fresno,Student,ATM,0
244.64,30.0,103.0,1.0,9159.56,Debit,Tucson,Doctor,Branch,1
321.93,45.0,12.0,1.0,4392.73,Debit,Nashville,Engineer,ATM,0
213.42,58.0,11.0,1.0,1390.98,Debit,Columbus,Retired,Branch,2
283.23,40.0,98.0,1.0,2008.7700000000002,Debit,El Paso,Engineer,Online,2
346.65,30.0,60.00000000000001,1.0,6356.96,Debit,Washington,Engineer,Online,1
381.62,64.0,164.0,1.0,6009.12,Debit,Las Vegas,Retired,Online,0
388.65,76.0,43.0,1.0,7896.850000000001,Debit,Oklahoma City,Retired,ATM,1
29.22,24.0,151.0,1.0,1649.43,Debit,San Antonio,Student,ATM,1
46.75,67.0,150.0,1.0,2840.43,Debit,Colorado Springs,Retired,Branch,2
348.64,57.0,128.0,1.0,3274.96,Debit,San Jose,Retired,Online,1
319.17,73.0,81.0,1.0,6501.56,Debit,Tucson,Retired,Online,1
73.95,26.0,75.99999999999999,1.0,363.92,Debit,Kansas City,Student,ATM,0
389.63,27.0,99.0,1.0,9748.48,Debit,Mesa,Engineer,Online,0
217.61,19.0,45.0,1.0,1404.53,Debit,Chicago,Student,ATM,2
199.84,21.0,150.0,1.0,706.44,Debit,Dallas,Student,ATM,2
56.35,44.0,75.0,1.0,5095.73,Debit,Charlotte,Doctor,ATM,2
248.95000000000002,65.0,29.000000000000004,1.0,3059.79,Credit,San Francisco,Retired,Branch,1
142.58,33.0,145.0,1.0,7844.23,Debit,San Antonio,Engineer,ATM,1
213.42,28.0,87.0,1.0,1119.61,Debit,Fort Worth,Student,ATM,2
84.34,58.0,247.99999999999997,1.0,5313.97,Debit,Memphis,Retired,Online,0
213.42,31.0,156.0,1.0,6227.99,Debit,Phoenix,Engineer,ATM,1
333.78,60.0,98.0,1.0,6810.94,Debit,San Diego,Retired,ATM,1
332.59,55.0,143.0,1.0,1457.07,Debit,San Antonio,Retired,Online,1
236.81,22.0,15.0,1.0,813.68,Debit,Oklahoma City,Student,Branch,1
417.8,27.0,130.0,1.0,1518.82,Credit,Philadelphia,Student,Branch,1
319.27,50.0,150.0,1.0,10269.78,Debit,San Antonio,Doctor,ATM,1
384.1,42.0,172.0,1.0,672.7899999999998,Debit,Detroit,Engineer,Branch,2
820.62,61.0,158.0,1.0,6024.8,Credit,Fresno,Doctor,Branch,0
474.77,56.0,50.00000000000001,1.0,2158.59,Credit,Indianapolis,Engineer,Online,0
542.72,43.0,91.99999999999999,1.0,6011.8,Credit,Indianapolis,Doctor,Branch,0
79.8,73.0,75.99999999999999,1.0,6372.58,Debit,Fort Worth,Retired,ATM,2
46.24,57.0,52.00000000000001,1.0,2569.56,Debit,San Diego,Engineer,Branch,1
327.8,61.0,53.99999999999999,1.0,10585.48,Debit,San Francisco,Doctor,ATM,1
445.79,52.0,161.0,1.0,717.9899999999999,Debit,Las Vegas,Doctor,ATM,0
55.89,72.0,150.0,1.0,3689.65,Debit,Fresno,Retired,Online,0
158.41,28.0,16.0,1.0,1512.16,Debit,Sacramento,Student,Branch,1
101.19,64.0,75.0,1.0,14389.45,Credit,Denver,Doctor,Online,2
827.14,36.0,265.0,1.0,9800.21,Debit,El Paso,Engineer,Branch,2
61.970000000000006,74.0,95.0,1.0,7014.69,Debit,Phoenix,Retired,ATM,1
27.21,79.0,102.0,1.0,3520.61,Debit,San Jose,Retired,ATM,1
173.74,80.0,64.0,1.0,4913.42,Debit,Houston,Retired,Online,0
176.11,38.0,105.0,1.0,9155.35,Debit,San Jose,Engineer,Branch,1
88.4,46.0,174.0,1.0,2567.53,Debit,Fort Worth,Engineer,Online,2
567.92,53.0,14.0,1.0,3779.4699999999993,Debit,Columbus,Retired,Online,2
138.11,68.0,104.0,1.0,4177.65,Credit,Phoenix,Retired,Online,1
456.93,28.0,193.0,1.0,7284.76,Credit,Virginia Beach,Engineer,Branch,1
101.42,66.0,146.0,1.0,6530.59,Debit,Atlanta,Retired,Online,2
300.61,44.0,51.00000000000001,1.0,7895.540000000001,Debit,El Paso,Doctor,Online,2
265.94,54.0,132.0,1.0,6781.3,Debit,Boston,Engineer,Online,2
345.54,29.0,50.00000000000001,1.0,2091.78,Debit,San Diego,Engineer,Online,1
411.52,41.0,88.0,1.0,11108.39,Debit,Los Angeles,Doctor,ATM,0
111.21,35.0,111.0,1.0,9088.36,Debit,Portland,Doctor,Branch,1
316.37,53.0,86.0,1.0,4671.69,Debit,Colorado Springs,Engineer,ATM,2
260.63,37.0,142.0,1.0,7534.7300000000005,Debit,Fort Worth,Engineer,Branch,2
92.36,29.0,144.0,1.0,6353.14,Debit,Dallas,Engineer,ATM,2
262.06,63.0,118.0,1.0,13587.52,Debit,Oklahoma City,Doctor,Branch,1
64.5,74.0,230.0,1.0,1351.24,Debit,Denver,Retired,ATM,2
253.55,28.0,85.0,1.0,2797.26,Debit,Jacksonville,Engineer,ATM,0
297.65646754281164,21.0,125.0,1.0,1222.77,Credit,Nashville,Student,Branch,0
175.94,57.0,89.0,1.0,3728.0400000000004,Debit,Indianapolis,Retired,ATM,0
199.47,57.0,142.0,1.0,6067.44,Debit,Detroit,Doctor,Online,2
51.07,63.0,133.0,1.0,4292.16,Debit,Dallas,Retired,Branch,2
435.86,56.0,134.0,1.0,3801.8200000000006,Debit,Jacksonville,Retired,ATM,0
74.73,64.0,162.0,1.0,6353.22,Credit,Jacksonville,Retired,Branch,0
182.79,23.0,14.0,1.0,1251.85,Credit,Louisville,Student,Online,0
628.36,44.0,107.99999999999999,1.0,11869.71,Debit,Austin,Doctor,Online,2
268.39,29.0,177.0,1.0,9409.43,Debit,San Antonio,Doctor,Online,1
362.27,80.0,47.0,1.0,6003.59,Debit,Jacksonville,Retired,ATM,0
560.15,50.0,91.99999999999999,1.0,817.83,Credit,Memphis,Engineer,Online,0
351.99,80.0,45.0,1.0,3663.64,Debit,Chicago,Retired,ATM,2
132.36,28.0,160.0,1.0,319.65,Debit,Colorado Springs,Student,Branch,2
24.77,40.0,17.0,1.0,478.23,Credit,Nashville,Engineer,Online,0
668.67,44.0,143.0,1.0,13446.81,Debit,Detroit,Doctor,Online,2
80.24,53.0,58.00000000000001,1.0,8012.810000000001,Credit,New York,Doctor,Branch,0
8.65,68.0,198.0,1.0,4201.22,Debit,Mesa,Retired,ATM,0
178.91,18.0,18.999999999999996,1.0,8870.89,Debit,Omaha,Student,ATM,1
115.22,27.0,107.99999999999999,1.0,906.1999999999999,Debit,San Francisco,Engineer,Branch,1
161.63,46.0,276.0,1.0,9286.37,Debit,San Jose,Doctor,Online,1
542.75,70.0,63.0,1.0,2224.08,Credit,Nashville,Retired,Branch,0
317.47,67.0,16.0,1.0,14639.28,Credit,Sacramento,Doctor,Online,1
280.99,45.0,29.000000000000004,1.0,9733.59,Debit,Houston,Engineer,Branch,0
24.19,29.0,28.0,1.0,2756.2,Debit,San Diego,Engineer,ATM,1
586.85,36.0,86.0,1.0,6655.15,Debit,Mesa,Doctor,ATM,0
372.41,55.0,143.0,1.0,3233.87,Debit,San Diego,Retired,ATM,1
297.65646754281164,20.0,148.0,1.0,1676.57,Debit,Fresno,Student,ATM,0
383.69,54.0,285.0,1.0,8371.11,Debit,Colorado Springs,Engineer,Online,2
247.16999999999996,65.0,149.0,1.0,2611.64,Credit,Chicago,Retired,Branch,2
48.78,18.0,136.0,1.0,552.06,Credit,Kansas City,Student,Branch,0
4.15,60.0,119.0,1.0,6017.36,Credit,Omaha,Retired,Branch,1
60.989999999999995,34.0,58.00000000000001,1.0,7281.46,Debit,Oklahoma City,Engineer,Branch,1
408.19,26.0,241.0,1.0,6847.47,Debit,Mesa,Engineer,Branch,0
524.6,58.0,75.99999999999999,1.0,13017.7,Debit,El Paso,Doctor,Branch,2
108.96,26.0,247.0,1.0,7597.660000000001,Debit,Milwaukee,Student,ATM,0
70.03,63.0,49.0,1.0,7330.31,Debit,Nashville,Retired,Branch,0
124.84,52.0,79.0,1.0,6711.78,Debit,Louisville,Retired,Online,0
324.04,54.0,30.0,1.0,2248.06,Debit,Virginia Beach,Retired,ATM,1
39.69,70.0,163.0,1.0,3524.68,Debit,Austin,Retired,Online,2
157.7,58.0,45.99999999999999,1.0,8332.58,Credit,Omaha,,Branch,1
81.27,22.0,68.00000000000001,1.0,1814.48,Credit,Seattle,Student,Online,1
193.82,37.0,176.0,1.0,3886.7699999999995,Debit,Kansas City,Engineer,Branch,0
16.73,79.0,165.0,1.0,7591.129999999999,Debit,,Retired,Online,1
474.05,57.0,214.0,1.0,1484.31,Debit,San Jose,Retired,ATM,1
39.21,66.0,245.0,1.0,9385.57,Debit,Miami,Doctor,ATM,0
637.75,79.0,151.99999999999997,1.0,4202.92,Debit,Dallas,Retired,Branch,2
153.59,66.0,174.0,1.0,4813.12,Credit,Portland,Retired,Branch,1
186.6,18.0,139.0,1.0,9716.68,Debit,Tucson,Student,Branch,1
644.08,24.0,55.0,1.0,1980.62,Debit,Atlanta,Student,Online,2
226.66,41.0,168.00000000000003,1.0,10216.25,Debit,,Doctor,Branch,1
305.0,22.0,222.0,1.0,944.83,Debit,Phoenix,Student,ATM,1
233.1,42.0,37.0,1.0,7469.2,Credit,Nashville,Doctor,Branch,0
793.13,68.0,75.99999999999999,1.0,13389.16,Debit,Memphis,Doctor,Online,0
224.19,52.0,93.0,1.0,8475.47,Debit,Houston,Doctor,ATM,0
214.83,23.0,63.0,1.0,991.6899999999999,Credit,Tucson,Student,ATM,1
163.46,63.0,111.0,1.0,6953.8,Credit,Baltimore,Retired,Branch,2
194.99,34.0,91.0,1.0,1370.03,Debit,Jacksonville,Engineer,Branch,0
23.4,46.0,175.0,1.0,14851.28,Debit,El Paso,Doctor,ATM,2
227.5,34.0,277.0,1.0,11505.35,Debit,Sacramento,Doctor,Online,1
259.9,26.0,100.00000000000001,1.0,914.2799999999999,Debit,Oklahoma City,Student,Online,1
59.51,36.0,55.0,1.0,9955.88,Credit,Dallas,Doctor,Online,2
50.63,64.0,143.0,1.0,4732.81,Debit,Columbus,Retired,Online,2
213.42,20.0,91.0,1.0,530.86,Debit,Jacksonville,Student,Branch,0
112.94,73.0,30.999999999999996,1.0,3807.8399999999997,Credit,San Antonio,Retired,Online,1
11.81,21.0,131.0,1.0,320.25,Debit,Phoenix,Student,ATM,1
329.14,55.0,14.0,1.0,12033.92,Debit,Sacramento,Doctor,Branch,1
154.24,61.0,82.0,1.0,6109.55,Debit,Mesa,Retired,ATM,0
233.44,20.0,297.0,1.0,1691.88,Debit,Chicago,Student,Online,2
141.8,18.0,116.00000000000001,1.0,1697.67,,Chicago,Student,ATM,2
209.03,55.0,126.0,1.0,8359.5,Debit,Detroit,Engineer,Branch,2
213.42,26.0,144.0,1.0,1629.12,Debit,Baltimore,Student,ATM,2
261.14,42.0,162.0,1.0,6100.08,Debit,San Antonio,Engineer,,1
101.81,45.0,105.0,1.0,13872.03,Debit,Fort Worth,Doctor,ATM,2
98.71,32.0,117.0,1.0,10095.23,Debit,Fort Worth,Doctor,ATM,2
87.38,21.0,252.0,1.0,1504.99,Debit,Atlanta,Student,Branch,2
83.39,32.0,158.0,1.0,13182.11,Debit,Omaha,Doctor,Branch,1
267.55,46.0,40.0,1.0,4330.04,Debit,Charlotte,Engineer,Online,2
870.05,29.0,39.0,1.0,905.2499999999999,Debit,El Paso,Doctor,ATM,2
154.32,38.0,119.42293906810038,1.0,6972.5,Credit,Tucson,Engineer,ATM,1
164.51,78.0,110.0,1.0,3553.69,Debit,Louisville,Retired,Branch,0
758.12,69.0,90.0,1.0,6164.65,Debit,San Francisco,Retired,ATM,1
103.76,28.0,188.0,1.0,9626.14,Debit,Kansas City,Engineer,Online,0
583.92,55.0,139.0,1.0,6364.14,Debit,Kansas City,Engineer,Online,0
204.06,77.0,159.0,1.0,4351.83,Debit,Washington,Retired,Online,1
53.51,56.0,165.0,1.0,5773.5,Debit,New York,Retired,Online,0
213.42,30.0,262.0,1.0,9257.04,Debit,Los Angeles,Engineer,Branch,0
52.95,68.0,14.0,1.0,6335.58,Credit,Charlotte,,Online,2
120.17,49.0,105.0,1.0,5403.79,Debit,Portland,Doctor,ATM,1
220.8,31.0,28.0,1.0,8135.31,Debit,Indianapolis,Engineer,Online,0
119.01,45.0,87.0,1.0,9798.26,Debit,Philadelphia,Doctor,ATM,1
183.32,21.0,74.0,1.0,137.42,Debit,Raleigh,Student,ATM,1
858.88,60.0,227.0,1.0,7015.46,Debit,Jacksonville,Engineer,Online,0
11.46,41.0,128.0,1.0,2356.71,Credit,San Francisco,Engineer,Online,1
61.37,75.0,164.0,1.0,4294.44,Debit,Columbus,Retired,Branch,2
103.08,49.0,150.0,1.0,9251.38,Credit,Milwaukee,Engineer,Branch,0
1.2100000000000002,55.0,196.0,1.0,7542.739999999999,Debit,Atlanta,Retired,Branch,2
425.18,26.0,172.0,1.0,9880.71,Credit,Colorado Springs,Engineer,Online,2
60.96,52.0,238.0,1.0,6189.24,Debit,Colorado Springs,Retired,ATM,2
64.21,51.0,37.0,1.0,12540.18,Debit,Omaha,Doctor,ATM,1
523.02,53.0,83.0,1.0,4586.11,Debit,Jacksonville,Retired,Online,0
50.26,65.0,164.0,1.0,1519.38,Debit,Las Vegas,Retired,Branch,0
110.08,19.0,95.0,1.0,1447.26,Debit,Detroit,Student,Branch,2
54.47,23.0,34.0,1.0,1131.42,Credit,Philadelphia,Student,Branch,1
79.76,68.0,115.0,1.0,10278.75,Debit,Kansas City,Doctor,Online,0
16.79,30.0,146.0,1.0,535.15,Credit,Detroit,Doctor,Online,2
213.42,18.0,61.99999999999999,1.0,859.8599999999999,Debit,San Diego,Student,Online,1
68.62,29.0,157.0,1.0,13891.47,Debit,Omaha,Doctor,Branch,1
297.65646754281164,20.0,280.0,1.0,1545.77,Debit,New York,Student,Branch,0
643.38,18.0,105.0,1.0,1046.74,Credit,Detroit,Student,Online,2
328.34,42.0,30.999999999999996,1.0,2840.45,Credit,San Diego,Engineer,Online,1
72.68,69.0,44.0,1.0,6216.77,Debit,Seattle,Retired,Online,1
354.76,51.0,279.0,1.0,10141.92,Debit,Detroit,Doctor,Branch,2
793.88,22.0,252.0,1.0,1404.06,Credit,Los Angeles,Student,ATM,0
29.22,27.0,69.00000000000001,1.0,7795.79,Debit,Detroit,Engineer,ATM,2
653.97,37.0,100.00000000000001,1.0,3886.65,Debit,Miami,Engineer,,0
366.43,21.0,91.99999999999999,1.0,1560.45,Credit,Portland,Student,Online,1
120.86,33.0,162.0,1.0,13566.58,Debit,Colorado Springs,Doctor,Online,2
233.74,72.0,142.0,1.0,4749.54,Debit,Boston,Retired,Online,2
471.84,18.0,138.0,1.0,1044.33,Debit,Raleigh,Student,ATM,1
213.4,73.0,100.00000000000001,1.0,2012.24,Credit,Fort Worth,Retired,Branch,2
254.20999999999998,48.0,45.99999999999999,1.0,2487.2,Debit,Phoenix,Engineer,ATM,1
577.73,37.0,63.0,1.0,14977.99,Debit,San Jose,Doctor,ATM,1
170.26,27.0,265.0,1.0,1969.48,Debit,Chicago,Student,ATM,2
337.73,78.0,107.0,1.0,7001.2,Debit,San Antonio,Retired,Online,1
330.61,64.0,113.0,1.0,2525.25,Credit,Nashville,Retired,Branch,0
132.33,35.0,47.0,1.0,7457.94,Credit,Phoenix,Engineer,ATM,1
672.74,46.0,118.0,1.0,5113.438123505977,Credit,Colorado Springs,Engineer,Branch,2
74.04,18.0,66.0,1.0,1690.23,Debit,Memphis,Student,Online,0
197.18,28.0,135.0,1.0,3114.92,Debit,Tucson,Engineer,Online,1
21.15,70.0,180.0,1.0,3466.74,Debit,Columbus,Retired,Branch,2
218.37,62.0,119.42293906810038,1.0,9942.24,Debit,Houston,Doctor,ATM,0
590.01,29.0,140.0,1.0,9791.74,Debit,San Jose,Doctor,Online,1
697.82,44.0,153.0,1.0,6824.0,Debit,New York,Engineer,Online,0
302.76,38.0,88.0,1.0,8583.39,Debit,Sacramento,Engineer,ATM,1
148.0,20.0,35.0,1.0,1488.65,Debit,Tucson,Student,Branch,1
22.26,19.0,56.0,1.0,5583.88,Debit,San Antonio,Student,Branch,1
0.86,25.0,139.0,1.0,1357.22,Debit,Colorado Springs,Student,ATM,2
757.1,65.0,203.0,1.0,10553.23,Debit,Atlanta,Doctor,Branch,2
38.81,25.0,145.0,1.0,1619.6,Credit,Virginia Beach,Student,Online,1
76.51,49.0,120.0,1.0,9475.4,Credit,Mesa,Engineer,Online,0
32.46,31.0,10.0,1.0,8656.18,Debit,Charlotte,Doctor,Online,2
213.42,62.0,158.0,1.0,207.74,Credit,San Jose,Doctor,Branch,1
20.64,22.0,59.00000000000001,1.0,949.38,Debit,Charlotte,Student,Branch,2
662.11,23.0,219.0,1.0,1996.38,Debit,Atlanta,Student,Branch,2
288.77,55.0,110.0,1.0,8836.51,Debit,Los Angeles,Engineer,,0
35.05,30.0,105.0,1.0,14330.47,Debit,Boston,Doctor,Branch,2
214.73,46.0,26.0,1.0,5368.42,Credit,Los Angeles,Doctor,ATM,0
25.38,57.0,66.0,1.0,8616.05,Debit,Louisville,Engineer,Branch,0
617.66,41.0,40.0,1.0,5906.58,Debit,Memphis,Engineer,ATM,0
446.39,63.0,77.0,1.0,7863.6,Debit,Houston,Retired,ATM,0
377.92,33.0,204.0,1.0,2254.71,Debit,Raleigh,Engineer,Branch,1
11.04,30.0,43.0,1.0,6983.04,Debit,Phoenix,Engineer,Online,1
275.46,36.0,67.0,1.0,9697.75,Debit,Fort Worth,Doctor,ATM,2
179.76,78.0,81.0,1.0,5909.52,Debit,Philadelphia,Retired,Online,1
32.34,44.0,45.0,1.0,7847.619999999999,Debit,Kansas City,Doctor,Branch,0
273.92,79.0,109.0,1.0,4543.56,Debit,Portland,Retired,Branch,1
375.45,19.0,32.0,1.0,1307.23,Debit,Fort Worth,Student,Branch,2
388.98,23.0,155.0,1.0,1819.91,Debit,Fresno,Student,ATM,0
492.84,25.0,37.99999999999999,1.0,577.67,Debit,Indianapolis,Student,ATM,0
148.85,57.0,25.000000000000004,1.0,7802.360000000001,Debit,Mesa,Doctor,ATM,0
297.65646754281164,62.0,47.0,1.0,2596.61,Credit,Philadelphia,Retired,Branch,1
391.66,50.0,103.0,1.0,2406.31,Debit,,Engineer,Branch,1
185.99,41.0,53.00000000000001,1.0,402.45,Credit,Fresno,Engineer,Branch,0
322.48,27.0,57.0,1.0,1238.43,Debit,Jacksonville,Student,ATM,0
20.27,18.0,22.0,1.0,796.3499999999999,Debit,Miami,Student,Branch,0
280.61,47.0,129.0,1.0,7888.76,Debit,Mesa,Engineer,ATM,0
199.02,61.0,269.0,1.0,4658.89,Debit,Houston,Retired,ATM,0
104.23,63.0,107.99999999999999,1.0,5009.29,Credit,Louisville,Retired,Online,0
353.59,52.0,109.0,1.0,1822.34,Credit,New York,Retired,Branch,0
55.86,39.0,68.00000000000001,1.0,5346.46,Debit,Seattle,Engineer,Online,1
10.77,31.0,178.0,1.0,10704.95,,Indianapolis,Doctor,ATM,0
95.55,33.0,51.00000000000001,1.0,2434.74,Debit,Louisville,Engineer,Branch,0
477.07,27.0,278.0,1.0,6568.07,Debit,Columbus,Engineer,Online,2
9.1,52.0,63.0,1.0,2791.45,Credit,,Retired,Online,1
21.41,57.0,99.0,1.0,658.91,Debit,Louisville,Doctor,Online,0
278.28,28.0,26.0,1.0,1346.88,Debit,Jacksonville,Student,Branch,0
388.1,73.0,40.0,1.0,3022.12,Credit,Los Angeles,Retired,Online,0
215.39,27.0,215.99999999999997,1.0,1582.55,Debit,Detroit,Student,ATM,2
194.37,66.0,161.0,1.0,14395.88,Debit,Milwaukee,Doctor,ATM,0
37.7,20.0,109.0,1.0,1741.1,Debit,Miami,Student,ATM,0
19.59,64.0,122.0,1.0,1061.69,Debit,Charlotte,Retired,Branch,2
81.35,41.0,103.0,1.0,7192.45,Debit,Houston,Engineer,Online,0
314.54,58.0,228.0,1.0,9923.45,Credit,Virginia Beach,Engineer,Branch,1
466.64,58.0,11.0,1.0,10915.11,Debit,Las Vegas,Doctor,ATM,0
397.01,22.0,100.00000000000001,1.0,719.52,Debit,Los Angeles,Student,ATM,0
472.48,55.0,87.0,1.0,7128.82,Debit,New York,Engineer,Branch,0
67.15,59.0,14.0,1.0,9028.49,Debit,Indianapolis,Doctor,Online,0
102.67,79.0,119.0,1.0,4656.94,Debit,Albuquerque,Retired,Branch,2
460.09,35.0,146.0,1.0,6990.64,Credit,Fresno,Doctor,Online,0
453.49,66.0,147.0,1.0,6366.43,Debit,Seattle,Doctor,Branch,1
267.17,26.0,170.0,1.0,1382.62,Debit,Seattle,Student,ATM,1
111.26,66.0,43.0,1.0,14350.11,Debit,Boston,Doctor,ATM,2
121.17000000000002,68.0,158.0,1.0,12990.77,Debit,Phoenix,Doctor,ATM,1
213.28,51.0,94.0,1.0,4835.91,Debit,Mesa,Retired,Branch,0
187.88,60.0,180.0,1.0,2154.58,Debit,Nashville,Engineer,ATM,0
471.88,34.0,141.0,1.0,14833.34,Credit,San Jose,Doctor,Online,1
83.79,57.0,47.0,1.0,5061.3,Debit,Nashville,Engineer,ATM,0
212.14,72.0,105.0,1.0,7225.06,Debit,Austin,Retired,Branch,2
99.16,79.0,202.0,1.0,2607.58,Debit,San Francisco,Retired,Online,1
839.33,60.0,86.0,1.0,11538.97,Credit,Louisville,Doctor,Branch,0
29.91,76.0,43.0,1.0,2834.84,Credit,Philadelphia,Retired,Online,1
4.24,38.0,37.99999999999999,1.0,7822.729999999999,Debit,San Diego,Engineer,Online,1
50.29,58.0,64.0,1.0,7604.9,Credit,Raleigh,Doctor,Online,1
135.85,57.0,269.0,1.0,1480.39,Debit,Fresno,Retired,Online,0
368.53,68.0,34.0,1.0,13696.31,Debit,Raleigh,Doctor,Branch,1
17.95,64.0,135.0,1.0,12344.9,Credit,Sacramento,Doctor,Branch,1
127.8,31.0,47.0,1.0,8630.99,Credit,Virginia Beach,Engineer,Branch,1
16.73,45.0,48.0,1.0,2202.62,Debit,Houston,Engineer,Online,0
317.12,44.0,80.0,1.0,14409.74,Debit,Fort Worth,Doctor,Branch,2
476.63,79.0,115.0,1.0,4894.25,Debit,Charlotte,Retired,ATM,2
